uuid;Fullname;sex;meters;kilogramm
0909d27d-75dc-4541-aaf4-287f8047264a;Thea Peters;female;1.37;116
ecffa4e9-e933-4197-ac00-2d4c1afdf488;Dario Grosser;male;2.02;159
4ea6f6ae-5d16-4994-bf5a-c45a4de2cec6;Inga Crosskofp;female;2.04;86
2cee80a6-61e1-46aa-b1f6-0f445247e3cf;Herr Dennis Matthes;male;1.75;71
6e28bab0-7ec5-44a3-96ee-d14e40031db5;Mikail Börgeling;male;2.23;112
1e6de0ac-caa1-473b-8a2b-0e032d2062bf;Giuliana Abel;female;1.81;74
cd9dbd84-5d25-4605-9f27-7817b58a6c90;Theodor Schönbeck;male;1.66;102
a60304fe-caef-4520-be71-813516daeeaa;Marlena Strausa;female;1.61;45
4b74ebd8-456a-4b9a-a5eb-c53f982cbeeb;Nathanael Muckenthaler;male;1.07;113
4dce92c0-cc50-47d6-aee1-b98415858332;Prof. Dr. Andrew Lewin;male;1.21;41
cc250d9d-19d5-493d-85ec-f09a24128eab;Ylvie Schwarzmeier;female;1.87;93
4a42471d-556a-425d-bfd7-7e9627d7ba51;Danilo Vey;male;1.31;82
7401dce1-12c4-4056-9066-8812dce25957;Luna Hoffman;female;1.21;72
63c3821c-11ce-4612-9c11-20b8fe0312a8;Robin Zimanyi;male;1.83;46
5596e544-dbb8-4f69-9bb8-7f51c38d192f;Jonah Dück;female;1.53;87
2701df2e-0feb-4680-b6b5-31d81d1ec196;Alexa Erwes;female;1.6;170
ddf20bc4-4331-4dba-8041-d683fc08af8e;Darren Steding;male;1.52;59
566e462f-cecd-4663-a678-e010a8d11ff3;Chayenne Hiller;female;1.17;130
761358f0-909b-4e75-9d51-dac888a8e5a6;Christin Thimm;female;1.38;70
2df9546c-8c7d-4cdf-bf62-4feda6512c8b;Amy Brandt;female;1.96;151
3c7ba553-ad88-45f4-8607-164d4f40901e;Annie Montag;female;1.98;144
086fe302-4ea8-4812-96af-efc27c63c3ca;Michelle Apitz;female;1.38;146
0f1471c1-0dbb-4c0a-92af-642bd8357ef2;Prof. Dr. Christiano Diekmann;male;1.62;70
e281adf8-8756-4233-8f14-f1b591141e0f;Jay Erwes;male;2.14;56
a7f4cc17-3be7-4dfe-aade-7d08555e716b;Ecrin Reimann;male;1.98;140
4e12ef49-ae90-4dd5-a817-c09c42053912;Prof. Dr. Aliya Leo;female;2.11;103
8c5dc104-d05a-42bb-b592-8eb1bd52368f;Frederick Rosenthal;male;1.62;43
a9cf3714-a3f4-4760-a4ac-72d995e7872b;Matteo Hördt;male;2.09;108
48772ed4-0c03-4730-959f-d24145de7b5e;Prof. Dr. Ramon Suffa;male;1.65;46
e9d81456-89a7-4d4c-9575-a029f3becf96;Louise Kleiss;female;2.22;147
567a1f8e-747d-4706-a75c-70fa8186c08f;Darian Stern;male;1.27;50
793e2a9a-fb9d-4be2-bd6a-9798bae01f4a;Omar Küter;male;1.15;62
cef377e2-3825-4fef-bb2b-20bdc3a757fc;Liana Zipse;female;1.65;120
8cd8ec63-cc5b-402b-b7e2-4b11ae1104b0;Jim Brand;male;1.66;48
6147143c-6d95-4689-bafb-7be686355837;Maren Spank;female;1.2;135
a5d704cf-1469-4ed5-91a7-f2d3a58c0f45;Jarne Ruckdeschel;male;1.38;131
7cfbc530-29d9-405b-b8bd-71e22102d0b4;Jermaine Klapper;male;1.93;41
58d3d4ac-760b-4269-81d9-1c2be01c6cca;Santino Wilts;male;1.06;73
b72dfc42-19ae-43e1-bbd0-79d340aca3c1;Adriano Bosler;male;2.24;51
4a76b4dd-b2e4-4026-8cdc-2e004e7d4853;Alisa Mockenhaupt;female;1.09;138
c2e6c726-d59a-46c9-b2a0-4be76c782807;Abdullah Köhre;male;1.93;54
15137054-aad7-42b8-8e34-117b94ebb66c;Saphira Itt;female;1.17;55
c14ecf81-ccb8-47b6-8b16-7249bdc191e9;Lars Geiger;male;1.48;142
31fbd52f-495b-4b88-8456-6e3381538ca4;Luzie Mebold;female;1.88;39
76406535-38b8-4392-8fb4-9cffb1e85f42;Nancy Kühnemund;female;2.21;128
2ae58ab9-9efd-4605-b8c3-4f912a806dcb;Dr. Jane Böhm;female;2.14;94
3a79e80b-3c1e-49c7-a41b-a547be65f60d;Sina Hodea;female;1.8;87
8fceb89b-729e-4ab2-ad3f-0bb114d7cf28;Alan Humbert;male;1.23;120
1bc32bdb-0c8f-47a5-ac6d-6047727ea86a;Sandra Henkel;female;1.26;157
2aaf3ec0-aa47-45ab-a49d-afc107842a7d;Arno Sarvari;male;1.42;143
b4c72073-90d9-4902-83ca-f85f6be07642;Frau Line Brunner;female;1.56;80
53155082-fb42-49da-b4f5-60b4be6c837f;Kristin Gamlin;female;2.35;112
53f94f24-1a35-4a1a-9c44-e7c1d9c34b8a;Korinna Lichtenhagen;female;1.63;155
90960c9e-ca79-4ab3-857d-4a0cd998274c;Prof. Dr. Luk Schäffer;male;2.1;163
e8874912-30cc-4197-a63a-c44786301254;Prof. Dr. Louis Reinberg;male;1.34;107
46330263-693c-4d84-b6dc-644daa1a1d45;Oscar Mathes;male;1.14;58
26c82a02-70de-4095-b1bf-5933c1ade885;Milla Werrmann;female;1.81;77
06c4f9fc-94e2-4042-bb92-e4284cca235f;Leonard Schreiner;male;1.58;85
ca0733fb-fafb-4442-be17-4a72c1fc6e01;Dominic Just;male;1.36;41
0606a852-b85f-41ba-8a52-c89da0fad792;Ole Bogenrieder;male;1.84;130
20b5afe0-c6b5-4096-b25b-00e9c6edab81;Nick Heinze;male;1.98;113
7a5033b2-82b5-45b2-8a3b-223296210132;Carina Stengel;female;1.34;62
d2237cca-cd5c-48c4-9c98-5b7b48e65b9d;Patrick Ehrig;male;1.01;111

